"","Division","Colour","Alpha","Favourite","Prob"
"139","CURTIN","#0000FFBE",0.743504590740379,"Coalition",0.87175229537019
"140","DURACK","#0000FF9F",0.62330394293917,"Coalition",0.811651971469585
"141","FORREST","#0000FFA9",0.660796384251957,"Coalition",0.830398192125979
"142","FREMANTLE","#FF000064",0.39131326598636,"ALP",0.69565663299318
"143","HASLUCK","#0000FF70",0.43801225725467,"Coalition",0.719006128627335
"144","MOORE","#0000FFB7",0.716956771890029,"Coalition",0.858478385945014
"145","O'CONNOR","#0000FFC4",0.769322871104277,"Coalition",0.884661435552139
"146","PEARCE","#0000FFB7",0.716361182498513,"Coalition",0.858180591249256
"147","PERTH","#FF00003A",0.229054882130609,"ALP",0.614527441065305
"148","STIRLING","#0000FFBE",0.745524624929409,"Coalition",0.872762312464704
"149","SWAN","#0000FF94",0.57905352327976,"Coalition",0.78952676163988
"150","TANGNEY","#0000FFBE",0.745524624929409,"Coalition",0.872762312464704
