"","Division","Colour","Alpha","Favourite","Prob"
"43","Robertson","#0000FF37",0.215980198672344,"Coalition",0.607990099336172
"44","Shortland","#FF0000B3",0.703206249371145,"ALP",0.851603124685573
"45","Sydney","#FF0000AF",0.685352623695148,"ALP",0.842676311847574
"46","Throsby","#FF000093",0.57762555536621,"ALP",0.788812777683105
"47","Warringah","#0000FFC1",0.756500774926812,"Coalition",0.878250387463406
"48","Watson","#FF0000A8",0.659326740956785,"ALP",0.829663370478393
"49","Wentworth","#0000FFBB",0.733549794530973,"Coalition",0.866774897265486
"50","Werriwa","#FF00006A",0.416289702218244,"ALP",0.708144851109122
"51","Lingiari","#FF00000C",0.0467262954951086,"ALP",0.523363147747554
"52","Solomon","#0000FF65",0.395510371609888,"Coalition",0.697755185804944
"53","Blair","#FF000028",0.155499146041308,"ALP",0.577749573020654
"54","Bonner","#0000FF5C",0.360566902876198,"Coalition",0.680283451438099
"55","Bowman","#0000FFA0",0.627513071654761,"Coalition",0.813756535827381
"56","Brisbane","#0000FF43",0.2627597250687,"Coalition",0.63137986253435
"57","Capricornia","#FF00002B",0.169013804097391,"ALP",0.584506902048696
"58","Dawson","#0000FF5E",0.367501723741668,"Coalition",0.683750861870834
"59","Dickson","#0000FFB3",0.700755891507336,"Coalition",0.850377945753668
"60","Fadden","#0000FFA0",0.627170345016601,"Coalition",0.813585172508301
"61","Fairfax","#0000FF8A",0.542177331056053,"Coalition",0.771088665528027
"62","Fisher","#0000FF94",0.580154230029074,"Coalition",0.790077115014537
"63","Flynn","#0000FF60",0.377435710906878,"Coalition",0.688717855453439
"64","Forde","#0000FF55",0.332775549121608,"Coalition",0.666387774560804
"65","Griffith","#FF0000B3",0.700214418684242,"ALP",0.850107209342121
"66","Groom","#0000FFCF",0.810878027740623,"Coalition",0.905439013870311
"67","Herbert","#0000FF60",0.37624896128113,"Coalition",0.688124480640565
"68","Hinkler","#0000FF95",0.584683753558141,"Coalition",0.792341876779071
"69","Kennedy","#616161",0.618539193774188,"KAP - Bob Katter",0.809269596887094
"70","Leichhardt","#0000FF83",0.512105917635872,"Coalition",0.756052958817936
"71","Lilley","#FF000038",0.219104617679673,"ALP",0.609552308839836
"72","Longman","#0000FF69",0.410361900248605,"Coalition",0.705180950124302
"73","Maranoa","#0000FFC9",0.788809820916664,"Coalition",0.894404910458332
"74","McPherson","#0000FFBC",0.738492948875757,"Coalition",0.869246474437879
"75","Moncrieff","#0000FFC1",0.757944557133198,"Coalition",0.878972278566599
"76","Moreton","#0000FF0B",0.0416525379542791,"Coalition",0.52082626897714
"77","Oxley","#FF0000A2",0.634330286290769,"ALP",0.817165143145384
"78","Petrie","#FF000019",0.0964777646171737,"ALP",0.548238882308587
"79","Rankin","#FF000093",0.578417344066012,"ALP",0.789208672033006
"80","Ryan","#0000FFA4",0.643314985209379,"Coalition",0.82165749260469
"81","Wide Bay","#0000FFC0",0.754289451647015,"Coalition",0.877144725823507
"82","Wright","#0000FFA1",0.632586886557588,"Coalition",0.816293443278794
"83","Adelaide","#FF00006B",0.417867031025011,"ALP",0.708933515512506
"84","Barker","#0000FFBD",0.741265811981893,"Coalition",0.870632905990947
"85","Boothby","#0000FF84",0.515821936175919,"Coalition",0.757910968087959
"86","Grey","#0000FFBD",0.739655030575589,"Coalition",0.869827515287794
"87","Hindmarsh","#FF000039",0.224802519860028,"ALP",0.612401259930014
"88","Kingston","#FF0000B5",0.710230566962486,"ALP",0.855115283481243
"89","Makin","#FF00009F",0.62323935298449,"ALP",0.811619676492245
"90","Mayo","#0000FFC5",0.774133432724562,"Coalition",0.887066716362281
"91","Port Adelaide","#FF0000C7",0.781361299981917,"ALP",0.890680649990958
"92","Sturt","#0000FFBC",0.73617434589935,"Coalition",0.868087172949675
"93","Wakefield","#FF00008D",0.55103668815692,"ALP",0.77551834407846
"94","Bass","#0000FF7A",0.479892542440415,"Coalition",0.739946271220208
"95","Braddon","#0000FF77",0.466206548270348,"Coalition",0.733103274135174
"96","Denison","#979797",0.407610841317475,"Independent - Andrew Wilkie",0.703805420658738
"97","Franklin","#FF000053",0.326074591695783,"ALP",0.663037295847892
"98","Lyons","#FF00002C",0.172290662381718,"ALP",0.586145331190859
"99","Aston","#0000FFA6",0.649356889414547,"Coalition",0.824678444707274
"100","Ballarat","#FF0000AD",0.677473921623907,"ALP",0.838736960811954
"101","Batman","#FF0000AD",0.678966815040597,"ALP",0.839483407520298
"102","Bendigo","#FF000091",0.567220005346204,"ALP",0.783610002673102
"103","Bruce","#FF000082",0.511113520719353,"ALP",0.755556760359677
"104","Calwell","#FF0000C2",0.760032917659395,"ALP",0.880016458829698
"105","Casey","#0000FF7F",0.496355961773961,"Coalition",0.748177980886981
"106","Chisholm","#FF000063",0.387755102040816,"ALP",0.693877551020408
"107","Corangamite","#0000FF90",0.563768773011997,"Coalition",0.781884386505999
"108","Corio","#FF0000B9",0.727277751295976,"ALP",0.863638875647988
"109","Deakin","#0000FF74",0.454982763938034,"Coalition",0.727491381969017
"110","Dunkley","#0000FF88",0.532163323139836,"Coalition",0.766081661569918
"111","Flinders","#0000FFBA",0.729733866511733,"Coalition",0.864866933255866
"112","Gellibrand","#FF0000C3",0.766201572994796,"ALP",0.883100786497398
"113","Gippsland","#0000FFBD",0.740929619071353,"Coalition",0.870464809535677
"114","Goldstein","#0000FFBE",0.745823059083753,"Coalition",0.872911529541877
"115","Gorton","#FF0000C2",0.760032917659395,"ALP",0.880016458829698
"116","Higgins","#0000FFBC",0.736990145774652,"Coalition",0.868495072887326
"117","Holt","#FF0000BF",0.750061865874784,"ALP",0.875030932937392
"118","Hotham","#FF0000BF",0.750061865874784,"ALP",0.875030932937392
"119","Indi","#0000FF6F",0.437111285550389,"Coalition",0.718555642775195
"120","Isaacs","#FF0000AA",0.665316579695948,"ALP",0.832658289847974
"121","Jagajaga","#FF0000A6",0.652089407191448,"ALP",0.826044703595724
"122","Kooyong","#0000FFB5",0.70907214522546,"Coalition",0.85453607261273
"123","La Trobe","#0000FF40",0.252282751476446,"Coalition",0.626141375738223
"124","Lalor","#FF0000B6",0.713134162501486,"ALP",0.856567081250743
"125","Mallee","#0000FFC0",0.754892039729909,"Coalition",0.877446019864954
"126","Maribyrnong","#FF0000BC",0.736011913807252,"ALP",0.868005956903626
"127","McEwen","#FF00004E",0.305744082105611,"ALP",0.652872041052806
"128","McMillan","#0000FFA5",0.647340030362738,"Coalition",0.823670015181369
"129","Melbourne","#FF00005E",0.366776389583736,"ALP",0.683388194791868
"130","Melbourne Ports","#FF000089",0.537070524412297,"ALP",0.768535262206148
"131","Menzies","#0000FFC4",0.767764104921081,"Coalition",0.883882052460541
"132","Murray","#0000FFC2",0.762736524999547,"Coalition",0.881368262499773
"133","Scullin","#FF0000BE",0.745823059083753,"ALP",0.872911529541877
"134","Wannon","#0000FFD4",0.830607807566687,"Coalition",0.915303903783344
"135","Wills","#FF0000CB",0.797638315785981,"ALP",0.89881915789299
"136","Brand","#FF00002B",0.167484232655922,"ALP",0.583742116327961
"137","Canning","#0000FF9D",0.61648177496038,"Coalition",0.80824088748019
"138","Cowan","#0000FFAD",0.677473921623907,"Coalition",0.838736960811954
"139","Curtin","#0000FFBE",0.743629047710289,"Coalition",0.871814523855145
"140","Durack","#0000FFE0",0.878188265292388,"Coalition",0.939094132646194
"141","Forrest","#0000FFB0",0.688565074427299,"Coalition",0.844282537213649
"142","Fremantle","#FF00008D",0.55203895313451,"ALP",0.776019476567255
"143","Hasluck","#0000FF60",0.375509480313901,"Coalition",0.68775474015695
"144","Moore","#0000FFBE",0.745823059083753,"Coalition",0.872911529541877
"145","OConnor","#0000FFDB",0.860443501581851,"Coalition",0.930221750790925
"146","Pearce","#0000FFBD",0.7411008671096,"Coalition",0.8705504335548
"147","Perth","#FF000099",0.599942083544487,"ALP",0.799971041772243
"148","Stirling","#0000FFA6",0.649061443395127,"Coalition",0.824530721697563
"149","Swan","#0000FF72",0.445144158849821,"Coalition",0.722572079424911
"150","Tangney","#0000FFC6",0.776225106392669,"Coalition",0.888112553196335
